vertical,city,businessName,phone,address,rating,reviewCount,website,place_id,source,company_number,company_status,incorporation_date,sic_codes,registered_address,director_name,director_role
beauty,Manchester,Zara Hair & Beauty,0161 224 4898,"215A Wilmslow Rd, Manchester, M14 5AG",4.6,867,,ChIJc8fXoiiye0gRIabafTgnV5U,serpapi,,,,,,,
lashes,Manchester,London Lash - Biab Nails Manchester - Eyelashes & Eyebrow,07874 909728,"4th floor, Gainsborough House, buzz 501 enter, 109 Portland St, Manchester M1 6DN",4.9,337,https://london-lash.com/,ChIJMVMAFdmxe0gRuMs7T8QJXO0,serpapi,,,,,,,
lashes,Manchester,Lash Loft Manchester,,"Beehive Mill, Ancoats, Manchester, M4 6JG",5,13,https://linktr.ee/lashloftmcr?utm_source=linktree_profile_share&ltsid=bc91f089-a2c0-4584-b2ca-58050d32b4f1,ChIJR2R92OWxe0gR-MmM2Plyzj0,serpapi,,,,,,,
lashes,Manchester,All Eyes by Laura,,"66 Ellesmere St, Manchester, M15 4QT",5,111,http://www.instagram.com/alleyesbylaura,ChIJTVPDI8-ve0gRUCdev2vH45A,serpapi,,,,,,,
lashes,Manchester,Linh Beauty,07894 556789,"19 Spring Gardens, Manchester, M2 1FB",4.5,75,https://widget.treatwell.co.uk/place/linh-beauty/?utm_medium=partner-ecosystem&utm_campaign=partner-instagram&utm_content=book-now,ChIJRSNNODaxe0gRQbRfQpFTmeg,serpapi,,,,,,,
lashes,Manchester,Savage BeautyLuxe - Lash Extension & Brows - Piccadilly gardens,07423 032987,"7 Charlotte St, Manchester, M1 4DZ",5,24,https://savagebeautyluxe.co.uk/,ChIJXUbGHQWve0gRfTHFnzFJHh4,serpapi,,,,,,,
lashes,Manchester,Lashes Of Lilith,0161 839 3737,"97 Oldham St, Manchester, M4 1LW",4.9,36,https://msha.ke/lashes_of_lilith,ChIJFakLn2exe0gRcXYBLJnMvWo,serpapi,,,,,,,
lashes,Manchester,Ooh Laa Lashes Academy & Studio,07878 061950,"75 Lever St, Manchester, M1 1FL",5,31,https://www.oohlaalashes.co.uk/,ChIJEwI4Miixe0gRd7iG0r6H6_A,serpapi,,,,,,,
lashes,Manchester,La Belle Lashes & Brows in Manchester,07510 630654,"49 Piccadilly, Manchester, M1 2AP",5,30,https://www.instagram.com/labellebeautyyy,ChIJyQuXEzyxe0gRsszxbItHQ24,serpapi,,,,,,,
lashes,Manchester,Lavi Lashes,,"164 Barton Rd, Stretford, Manchester, M32 8DP",5,54,https://linktr.ee/lavilashes,ChIJefhn8f-ve0gR7FB-_UvvIGg,serpapi,,,,,,,
lashes,Manchester,Meysa lashe & beauty,07450 144474,"lash & beauty, Meysa, 535 Wilbraham Rd, Chorlton-cum-Hardy, Manchester M21 0UE",5,100,https://treatwellapp.page.link/MstBz,ChIJQWnAT_Gve0gROcE0_KyzGH4,serpapi,,,,,,,
lashes,Manchester,Farha Brows and Lashes,07903 455313,"Unit 6, Suite 109, Phenix Salon Suites, Manchester M3 1AZ",5,56,https://farhabrowsandlashes.co.uk/,ChIJLRwpRsCxe0gR-kwHUMFgBEA,serpapi,,,,,,,
lashes,Manchester,Pretty Little Lashes,07442 410925,"St James Tower, 7 Charlotte St, Manchester, M1 4DZ",5,2,,ChIJV1fTC8axe0gRGN6hHZwuLBo,serpapi,,,,,,,
lashes,Manchester,Underaura - Lash Tech Manchester city centre,07454 925669,"74 Princess St, Manchester, M1 6JD",5,10,https://www.phorest.com/salon/theshallowslimited/book/services?staffId=v1llywF7nOXfLooS2xlECA,ChIJ008JAnCxe0gRTSwURyOloTc,serpapi,,,,,,,
lashes,Manchester,C•LOVE BEAUTY UK,07775 830096,"Ste 516, 49 Piccadilly, Manchester, M1 2AP",4.8,16,http://clovebeautyuk.gettimely.com/,ChIJB8i54Euxe0gRTC6AD38FCuI,serpapi,,,,,,,
lashes,Manchester,YANAALASH,,"1 St Petersgate, Stockport, Greater, Manchester, SK1 1EB",5,86,https://yanalash.co.uk/,ChIJtZnKFpSxe0gRbPnBdwOm10w,serpapi,,,,,,,
lashes,Manchester,Terra Lashes ( Eyelash extension by Ksenia),07557 505661,"Suffield House, Middleton Gardens, Middleton, Manchester M24 4EL",5,25,https://widget.treatwell.co.uk/place/100038918/menu/,ChIJt_Gj0rSxe0gRbwIohY3CZUo,serpapi,,,,,,,
car_detailers,Manchester,Fresh Car Valeting Manchester,,"4 Whitworth St, Piccadilly, Manchester, M1 3BR",4.9,411,https://www.freshcar.co.uk/england-locations/north-west/car-valeting-manchester/,ChIJWRUOpC6xe0gRPkUKPdlVEvg,serpapi,,,,,,,
car_detailers,Manchester,Lukas Car Detailing Manchester,,"Unit 8A Reliance St, Manchester, M40 3AG",5,57,https://www.lukascardetailing.co.uk/,ChIJlSt3lzepe0gRjV31SJ--AEg,serpapi,,,,,,,
car_detailers,Manchester,Central Auto Clean EST 1962,0161 273 1906,"351 Stockport Rd, Longsight, Manchester, M13 0LF",4.8,817,https://centralautoclean.co.uk/,ChIJdQGb1H6xe0gRCvTUAe1o-zg,serpapi,,,,,,,
car_detailers,Manchester,Done N Dusted Detailing Manchester,07742 874637,"10 Missouri Ave, Salford, Manchester, M50 2NP",4.9,123,https://donendusteddetailing.co.uk/,ChIJNUDZehKve0gRiCW2bnH_NLY,serpapi,,,,,,,
car_detailers,Manchester,Car Detailing Manchester,,"42 Whitworth St, Manchester, M1 3NF",,,https://autosdetailing.co.uk/car-detailing-manchester/,ChIJcXytNgCxe0gRYHkbgHeYr-s,serpapi,,,,,,,
car_detailers,Manchester,H6 Car Studio,,"137 Fairfield St, Manchester, M12 6FJ",4.6,201,https://h6carstudio.com/,ChIJ2ZdutFSxe0gRMLoVkgGrBPg,serpapi,,,,,,,
car_detailers,Manchester,Spotless Detailing,07794 340557,"Unit 7 Mosley Rd, Trafford Park, Stretford, Manchester, M17 1HQ",5,23,http://www.spotlessdetail.co.uk/,ChIJp5mO7Zave0gRB9CrLpgFuPY,serpapi,,,,,,,
car_detailers,Manchester,M14 Valeters,07440 151765,"Printworks Ln, Manchester, M19 3HS",5,98,https://www.m14valeters.co.uk/,ChIJo9hRy6-ze0gRBVZiqd7Uefs,serpapi,,,,,,,
car_detailers,Manchester,ARC ELITE DETAILING,07984 499931,"universal square, Devonshire St N, Manchester, M12 6JH",5,8,,ChIJDXJDge2xe0gRa9Rolk1Goo4,serpapi,,,,,,,
car_detailers,Manchester,Manchester Car Spa,07547 332227,"Parrs Wood Rd, Manchester, M20 5NH",5,2,https://www.facebook.com/manchestercarspa,ChIJ4TkOG02ze0gRW_xphRPE_HI,serpapi,,,,,,,
car_detailers,Manchester,Vulpix Car Detailing Manchester,07999 716916,"Unit 1 Lower Wharf St, Ashton-under-Lyne, OL6 7PE",5,266,https://vulpixdetailing.co.uk/,ChIJjxIQf8osgQgR2nmUtOCPKJc,serpapi,,,,,,,
car_detailers,Manchester,Go Swiftly - Mobile Car Detailing,07455 691817,"57 Portland St, Manchester, M1 3HP",5,2,https://www.goswiftly.info/detailing,ChIJMfo5FJqxe0gRo95D792SiJA,serpapi,,,,,,,
car_detailers,Manchester,Latin king detailing,07482 225323,"426 Flixton Rd, Urmston, Manchester, M41 6QT",5,48,https://www.latinkingdetailing.co.uk/,ChIJHdzIPS7FbK8Ro1LJgc2KX_g,serpapi,,,,,,,
car_detailers,Manchester,MCR Pristine clean,07466 957203,"189 Mauldeth Rd, Manchester, M19 1BA",5,53,,ChIJ8SugJiGze0gRYpfV73JEHd4,serpapi,,,,,,,
car_detailers,Manchester,Extreme Car Care,0161 724 6611,"2, 136 Sion St, Radcliffe, Manchester M26 3SB",5,109,http://www.extremecarcare.co.uk/,ChIJAzAaRJmle0gRlig6o9oXYls,serpapi,,,,,,,
car_detailers,Manchester,Mobile Car Valeting Manchester - Home Car Valeting,07523 077383,"60 Mornington Cres, Fallowfield, Manchester, M14 6DD",5,63,,ChIJBRgWycmze0gRfu44yMsEdBw,serpapi,,,,,,,
car_detailers,Manchester,JDW Detailing & PPF Studio - XPEL PPF & Gtechniq,01457 380001,"Bury St, Mossley, Manchester, OL5 9LY",4.9,58,http://www.jdwdetailing.co.uk/,ChIJQ5ZFh1-2e0gRKEHPJkjRxwM,serpapi,,,,,,,
car_detailers,Manchester,M4 Car Wash & Tyres LTD,07383 359101,"3025 Holt Town, Manchester, M40 7FQ",5,195,https://m4carwashtyres.co.uk/,ChIJT_HfQi6xe0gRJgnVVPxdDhg,serpapi,,,,,,,
car_detailers,Manchester,Rinse Works Motor Works Manchester | Vehicle Repairs | Diagnostics | Servicing | Mobile Mechanic,0161 533 0794,"Oldham Broadway Business Park, Chadderton, Oldham, Manchester, OL9 0JA",4.7,95,http://rinseworks360.co.uk/,ChIJceE8YPlb4CERL6ZDIs2qhvI,serpapi,,,,,,,
car_detailers,Manchester,Polish and Glow,0161 228 3805,"Redgate Ln, Manchester, M12 4NG",4.7,153,https://polishandglow.co.uk/,ChIJu3MFduaxe0gR524n8CbIqL4,serpapi,,,,,,,
driving_instructors,Manchester,Suja Driving School Manchester - Intensive Driving Lessons & Driving Crash Course Manchester,0333 322 2233,"Peter House, Oxford St, Manchester, M1 5AE",4.8,2234,https://sujadrivingschool.co.uk/,ChIJIWyathyue0gRoS0Ik_hPgWQ,serpapi,,,,,,,
driving_instructors,Manchester,Astra Driving School Manchester,07758 837589,"11 Bowling Green Ln., Longsight, Manchester, M12 5FZ",4.9,315,https://astradrivingschool.com/,ChIJq43j2r91cIYR6Hozwe33Buc,serpapi,,,,,,,
driving_instructors,Manchester,Impulse Driving School - Manchester,0161 492 0547,"Spaces, 2 Oxford St, Manchester, M1 5AN",5,594,https://impulsedrive.co.uk/,ChIJMUf-upuxe0gRKU-mGdcNGMQ,serpapi,,,,,,,
driving_instructors,Manchester,Make It Driving School Manchester | Manual and Automatic Driving Lessons in Manchester | Best Intensive Driving Courses,07301 626872,"Smalldale Ave, Manchester, M16 7JH",5,142,https://www.makeitdrivingschool.co.uk/,ChIJ0yvhjPCze0gRhfw2TS7lpV8,serpapi,,,,,,,
driving_instructors,Manchester,ZK Driving School (Manchester),07539 046284,"115 Russell St, Manchester, M16 7JL",5,73,https://zkdrivingschool.co.uk/,ChIJX7VMTOrUM6gRYsdHZlAHUjw,serpapi,,,,,,,
driving_instructors,Manchester,Aryan Driving School,07890 378524,"397 Queens Rd, Manchester, M40 8RL",5,509,http://www.aryandriving.co.uk/,ChIJBR8GO1Wwe0gRO28J8pp56eY,serpapi,,,,,,,
driving_instructors,Manchester,Best Drive School of Motoring | Driving Lessons Manchester,07930 921226,"131 Manley Rd, Manchester, M16 8WE",5,778,https://bestdrive.co.uk/,ChIJuzwwcPite0gRn9j5GA46usU,serpapi,,,,,,,
driving_instructors,Manchester,Express Pass Driving School Ltd,,"167 Waterloo Rd, Cheetham Hill, Manchester, M8 8BT",5,763,https://expresspass.co.uk/,ChIJNUwmvmWxe0gR4rsErqKdm0U,serpapi,,,,,,,
driving_instructors,Manchester,Round the Bends (Manual & Automatic) Driving School Manchester,07402 905394,"7 Whalley Ave, Levenshulme, Manchester, M19 3FD",4.9,593,http://roundthebends.com/,ChIJsSdXN9Cze0gR46EGQZnS8ZI,serpapi,,,,,,,
driving_instructors,Manchester,SMH (Automatic) Driving School Manchester,07883 913604,"4 Edlin Cl, Manchester, M12 4WG",5,252,http://www.smhdrivingschoolmanchester.co.uk/,ChIJDXIlZdeze0gREBCQxsYdrZ4,serpapi,,,,,,,
driving_instructors,Manchester,Advanced Driving Tuition,0161 768 6322,"Pink Bank Ln, Levenshulme, Manchester, M12 5GR",4.9,908,https://advanceddrivingtuition.co.uk/,ChIJZ4yA3WSze0gRSD24HqMOUCA,serpapi,,,,,,,
driving_instructors,Manchester,L Team Driving School,0333 404 9786,"Piccadilly, Manchester, M1 2HY",4.9,377,https://www.l-team-driving.co.uk/?utm_source=Google_my_business&utm_medium=Organic_Local&utm_campaign=GMB_Cheetham_hill,ChIJ0UQrE76xe0gROsN8E-zZKuw,serpapi,,,,,,,
driving_instructors,Manchester,"Wiz Driver & Instructor Training, Driving School Manchester",07596 288145,"1012 Stockport Rd, Manchester, M19 3WN",5,771,http://www.wizdrivingschool.com/,ChIJWZ96w8Oze0gRLZvOhfxVBg8,serpapi,,,,,,,
driving_instructors,Manchester,Muzaf Driving school manchester driving lessons manual automatic intensive best instructor driver instructor,0330 030 2030,"10 Plummer Ave, Chorlton-cum-Hardy, Manchester, M21 8EU",5,261,https://muzafdrivingschool.co.uk/,ChIJHynbaX2ze0gRmoAPhp5Uu_U,serpapi,,,,,,,
driving_instructors,Manchester,"Learn and Drive UK, Driving School Manchester | Manual and Automatic Driving Lessons Manchester | Intensive Driving Courses",07966 587877,"26 Blue Moon Way, Manchester, M14 7SH",5,201,https://learnanddrive.uk/,ChIJk345I8ns2kcRM4Y-nXdLwB4,serpapi,,,,,,,
driving_instructors,Manchester,ESM DRIVING SCHOOL Manchester,07969 156747,"75 Blue Moon Way, Manchester, M14 7GR",5,125,https://esmdrivingschool.co.uk/,ChIJbX56rnCze0gRptI-R2UrVJU,serpapi,,,,,,,
driving_instructors,Manchester,Learners Club Driving School,0161 881 1701,"1 St Peter's Sq, Manchester, M2 3DE",4.8,638,https://www.learnersclub.co.uk/,ChIJ9YClGu2xe0gRoYlPJEWzcnk,serpapi,,,,,,,
driving_instructors,Manchester,Manchester Driver Training Ltd,07886 611446,"Ste 23, 792 Wilmslow Rd, Didsbury, Manchester M20 6UG",5,604,http://www.manchesterdrivertraining.co.uk/,ChIJ40YPTyKye0gRfuU_BeeF9GE,serpapi,,,,,,,
driving_instructors,Manchester,Omari Automatic Driving School,07727 333990,"Peter House, Oxford St, Manchester, M1 5AN",4.8,74,https://omari-drivingschool.co.uk/,ChIJuY6AqC-xe0gR_-hO1S9AGz4,serpapi,,,,,,,
gardeners,Manchester,CleanCuts Lawn Kings • Property/Grounds Maintenance,07455 726179,"Claremont Rd, Manchester, M14 4TS",4.9,500,https://cleancutsmcr.co.uk/,ChIJhc-neq8CkygR3C26-qh-9_4,serpapi,,,,,,,
gardeners,Manchester,KMR Gardens & Landscapes,07926 900922,"194 Lloyd St S, Fallowfield, Manchester, M14 7DY",4.9,50,http://kmr-gardens-and-landscapes.co.uk/,ChIJM86UJh2ze0gR1vgtC60lgWc,serpapi,,,,,,,
gardeners,Manchester,iGreen Garden Care,07377 458257,"20 St Mary's Parsonage, Manchester, M3 2LY",5,6,https://igreengardens.co.uk/,ChIJCRUEaK-xe0gRZPXkKKXBB_0,serpapi,,,,,,,
gardeners,Manchester,Failsworth Landscapes and Gardens,07377 373153,"39 Rolls Cres, Hulme, Manchester, M15 5FT",5,27,http://trimnhedgegardenmaintenance.com/,ChIJWTOyrLJpnGMRBxqq45MKwEo,serpapi,,,,,,,
gardeners,Manchester,EU Gardening services,07496 786474,"1341 Ashton Old Rd, Openshaw, Manchester, M11 1JT",4.8,79,,ChIJ9_gOwG5hDowRyKuvpbNsz9A,serpapi,,,,,,,
gardeners,Manchester,Firswood Gardens,07536 981445,"Rye Bank Rd, Old Trafford, Stretford, Manchester, M16 0HS",5,12,http://www.firswoodgardens.co.uk/,ChIJgRVzUpNOJGYRLefWSd9MoFk,serpapi,,,,,,,
gardeners,Manchester,Eco-Gardener,07785 708185,"Leyland Ave, Manchester, M20 6EW",5,14,http://www.eco-gardener.co.uk/,ChIJq4rxXbyze0gRFBmaUdwKdLU,serpapi,,,,,,,
gardeners,Manchester,House of Dreams Manchester,07310 241431,,5,74,https://hofdreams.co.uk/?utm_source=google+organic&utm_medium=organic&utm_campaign=google+my+business,ChIJUX_nBcG0tQ4Rc62qKi-7lBo,serpapi,,,,,,,
gardeners,Manchester,Manchester Green Glow,07947 329197,,5,21,https://manchestergreenglow.co.uk/,ChIJpyI7_qELSicREmGswqgPPgM,serpapi,,,,,,,
gardeners,Manchester,Manchester Gardening,07843 187401,,4.3,6,https://manchester-gardening.co.uk/,ChIJ5zQ_gtSDAqIRmtFdgTNFDBE,serpapi,,,,,,,
gardeners,Manchester,Weed Warriors Garden Services (Manchester),07967 219529,"32 Berkerley Court, Mersey Rd, Didsbury, Manchester M20 2PR",4.4,55,http://www.weedwarriors.co.uk/,ChIJAQCwVmOye0gRolTk1Ivkw6s,serpapi,,,,,,,
gardeners,Manchester,James Moran Gardening,07771 895813,,5,14,,ChIJdbYE3aYKh6gRnOk7xFFhPdc,serpapi,,,,,,,
gardeners,Manchester,Gardening Services Manchester,0161 823 0201,,3.5,6,https://www.manchestergardening.co.uk/,ChIJSUxTt0eye0gRIIsQnRVg08s,serpapi,,,,,,,
gardeners,Manchester,Greenscape Gardeners,07415 578578,"65 Queen's Rd, Urmston, Manchester, M41 9HF",5,123,https://greenscape-gardeners.co.uk/,ChIJM95nRIyte0gR6zVz0Uh2u6w,serpapi,,,,,,,
gardeners,Manchester,TOM GARDEN SERVICE MANCHESTER,07706 563375,"28 Quilter Grv, Manchester, M9 8DE",3.6,9,http://www.tomgarden.co.uk/,ChIJy8mNA16we0gR_6LX1l5tpAI,serpapi,,,,,,,
gardeners,Manchester,The urban gardener,0161 861 0199,"364 Mauldeth Rd W, Manchester, M21 7RB",4.8,4,http://theurbangardenermanchester.com/,ChIJNeuxHAyye0gRY5RLvrlh_-c,serpapi,,,,,,,
gardeners,Manchester,The Garden People,0161 282 6278,"717 Burnage Ln, Manchester, M19 1RR",5,4,http://www.thegardenpeople.net/,ChIJYSdngFaye0gR5G3XZEmBgNM,serpapi,,,,,,,
gardeners,Manchester,Salford Gardening,,"Meadowgate Rd, Salford, M6 8DR",4.9,127,http://www.salfordgardening.co.uk/,ChIJfWXS_6-ve0gRlG0PbzSKCF8,serpapi,,,,,,,
gardeners,Manchester,J Crews Landscaping and Gardening Services,07712 622511,"9 Hope Park Cl, Prestwich, Manchester, M25 0NL",4.8,47,https://j-crews-landscaping-and-gardening-services-b5hyg3ak.landingsite.dev/,ChIJp3jif6Wve0gRnevgFz61q_U,serpapi,,,,,,,
gardeners,Manchester,Garden Care Manchester,0161 823 0156,,3.3,7,https://www.gardencaremanchester.co.uk/?utm_source=GMB&utm_medium=Places&utm_campaign=Website,ChIJb3oUeIqxe0gR4Q-nXzLyaWg,serpapi,,,,,,,
weddings,Manchester,Ally M Photography - Manchester Wedding Photographer,07824 862520,"2 Ltd, Cubo Manchester, 1 Spinningfields Quay St, Manchestere M3 3JE",5,79,https://allym.photography/,ChIJh1k-UCWme0gROF6qNPFzcg0,serpapi,,,,,,,
weddings,Manchester,Danarus Photostudio,07428 664274,"468 Burnage Ln, Manchester, M19 1LH",4.6,293,https://www.danarusphotostudio.co.uk/contact,ChIJDR0tabKze0gRhwzwtfAtRtk,serpapi,,,,,,,
weddings,Manchester,Joe Hague Photography,07561 306410,"42 Merton Rd, Prestwich, Manchester, M25 1PL",5,41,http://www.joehaguephotography.com/,ChIJf47chP2ve0gRr_ebKoREWeI,serpapi,,,,,,,
weddings,Manchester,Rebecca Conway Photography,0161 960 0225,"Turner Business Centre, Greengate, Middleton, Manchester M24 1RU",4.9,38,https://www.rebeccaconway.co.uk/,ChIJB3Yc3a-AGo8RqFHlujD8tTM,serpapi,,,,,,,
weddings,Manchester,BeardedCamera | Manchester Wedding Photographer | Manchester Wedding Photography,07541 089528,"Apt 1120, 12 Leftbank, Manchester, M3 3AH",5,50,https://www.beardedcamera.com/,ChIJSTuRiS6xe0gRBp9a1sK59Sc,serpapi,,,,,,,
weddings,Manchester,GNPHOTO,07940 404024,"70 Mayford Rd, Levenshulme, Manchester, M19 3DP",5,44,https://www.gnphoto.co.uk/,ChIJ5cyr0CbheKMRWx-gGegYCrU,serpapi,,,,,,,
weddings,Manchester,Olpa Photography,07415 470956,"Grosvenor St, Manchester, M13 9UY",5,49,https://olpa-photography.co.uk/,ChIJv8zSsJmxe0gRoMCiLfeHGoY,serpapi,,,,,,,
weddings,Manchester,Weddings By Mark,07712 117357,"220 Ashurst Rd, Wythenshawe, Manchester, M22 5AX",4.9,51,https://perfectweddingsbymark.uk/,ChIJkdI5Cgaxe0gRZfJqLfGuyQI,serpapi,,,,,,,
weddings,Manchester,DreamLife Wedding,07424 024089,"17 Meadow Way, Manchester, M40 9PG",4.7,43,http://www.dreamlifewedding.co.uk/,ChIJLwCdSld72EcRU9EjybH0-Lc,serpapi,,,,,,,
weddings,Manchester,TLG Photography and Makeup,0330 113 4507,"9 Addison Cl, Manchester, M13 9SB",5,11,https://tlgphotographymakeup.co.uk/asian-wedding-photography-manchester,ChIJ1Q5b0Bqxe0gRd-tFnZRbFKY,serpapi,,,,,,,
weddings,Manchester,Steve Grogan Photography,07791 273529,"28 Spring Valley Wy, Failsworth, Manchester, M35 0TD",5,49,https://www.stevegroganphotography.com/,ChIJdRvd-CO3e0gR_ux257k6DwM,serpapi,,,,,,,
weddings,Manchester,Andrew Wood Photography,0161 286 3311,"1121 Ashton Old Rd, Openshaw, Manchester, M11 1AA",4.6,1586,http://www.andrewwoodphotography.co.uk/,ChIJg84o5oyte0gR4pPqh61C_qA,serpapi,,,,,,,
weddings,Manchester,Jon Parker Lee Photography Ltd.,07900 495753,"11 Princess St, Manchester, M2 4DF",5,39,https://www.jonparkerlee.com/project/corporate-headshot-photographer-manchester/,ChIJyfq5gMGxe0gR_4fZ780LMXE,serpapi,,,,,,,
weddings,Manchester,Rob Clayton Photography,07814 526220,,5,96,http://www.robclaytonphotography.co.uk/,ChIJcxwqrQKwe0gR8r0D0P30og0,serpapi,,,,,,,
weddings,Manchester,Kate McCarthy Photography,,,5,52,http://www.katemccarthyphotography.co.uk/,ChIJsQQkHo2te0gRBvx8yXUMC_M,serpapi,,,,,,,
weddings,Manchester,Eddie Studios Limited,07412 705560,"Miles Platting, Manchester, M40 8BB",5,67,,ChIJDW4uZhixe0gRVk7vhrSugYE,serpapi,,,,,,,
weddings,Manchester,James Melia Studio,,"Graphite House, Paddock St, Manchester, M12 6HT",5,938,https://jamesmelia.co/,ChIJT-Iz6TbDe0gRNL3AgTW5IkM,serpapi,,,,,,,
weddings,Manchester,AIA Photography and Cinematography,07703 047522,"237 Platt Ln, Fallowfield, Manchester, M14 7HH",5,13,http://www.aiaphotography.co.uk/,ChIJz4feEBqye0gRkzCruNRddrU,serpapi,,,,,,,
weddings,Manchester,Cassandra Lane Photography,07851 509473,"9 Arnside Grove, Manchester, Sale, M33 6HH",5,79,https://cassandralanebranding.com/,ChIJj3AcaG2ye0gRR-Md8G-7uN0,serpapi,,,,,,,
weddings,Manchester,Bamber Photography & Film: Manchester & Cheshire Wedding Photographer,07887 801034,"39 Bamber Ave, Sale, M33 2TH",5,12,https://www.bamberphotographyfilm.co.uk/,ChIJKSmuUOOte0gR0qHU3U8opfs,serpapi,,,,,,,
nails,Birmingham,"Townhouse Nail Salon, Birmingham Central",020 7947 0100,"26-28 Church St, Birmingham, B3 2NP",4.8,360,https://townhouse.co.uk/locations/birmingham/?utm_source=google&utm_medium=organic_gbp&utm_campaign=midlands,ChIJT0oUP6a9cEgR8zi5kgYZ2yg,serpapi,,,,,,,
nails,Birmingham,Nails and the City,0121 408 3095,"46 Kenyon St, Birmingham, B18 6AR",4.4,203,http://nailscity.co.uk/,ChIJiyaZpLq9cEgR9QALxFxLsP0,serpapi,,,,,,,
nails,Birmingham,Ly Nails,07429 294499,"22 Augusta St, Birmingham, B18 6JA",4.9,402,,ChIJrSwul5q9cEgR9j456HDU3uo,serpapi,,,,,,,
nails,Birmingham,BIRMINGHAM NAIL SALON,07355 422884,"Cardigan St, Birmingham, B4 7BD",4.9,97,https://wa.me/447355422884,ChIJ65N8vuu9cEgRuQFRJKo9dr8,serpapi,,,,,,,
nails,Birmingham,Kathari Nail Salon,07539 031868,"34 Islington Row Middleway, Birmingham, B15 1LD",4.8,329,,ChIJ7ZP5-oO9cEgRvRlxGOcwIH8,serpapi,,,,,,,
nails,Birmingham,Yoshe Nails & Beauty - Grand Central,07438 479850,"Stephenson St, Birmingham, B2 4XJ",4.4,489,http://www.yoshe-nails.co.uk/,ChIJ_Y3QmJe9cEgRfh_Rt5ZbOno,serpapi,,,,,,,
nails,Birmingham,BeU Nails Salon,0121 792 8546,"5 Suffolk Street Queensway, Birmingham, B1 1LT",4.6,692,https://beunailssalon.co.uk/,ChIJh7paP4q8cEgRpqe0D663dEs,serpapi,,,,,,,
nails,Birmingham,Alzibak nails and beauty,07719 370449,"27 Mary St, Birmingham, B3 1UD",4.9,207,http://alzibaknailsandbeauty.booksy.com/a/,ChIJozsWMh69cEgRmxdwzX9REL8,serpapi,,,,,,,
nails,Birmingham,Celebrity Nail and Beauty,07542 551577,"24 Waterfront Walk, Birmingham, B1 1SN",4.7,142,https://www.celebritythemailbox.co.uk/,ChIJyyVFOgC9cEgRHyqhYl6GpZc,serpapi,,,,,,,
nails,Birmingham,Nails 4 U,0121 236 8666,"179 Corporation St, Birmingham, B4 6RG",4.4,812,https://appbooking.vdit.co.uk/Beauty/FindService?cid=20240806175135034736,ChIJI6RGWoW8cEgRU9sRkg7oxiM,serpapi,,,,,,,
nails,Birmingham,Nailart_MW,07454 453655,"Birmingham, Blucher St, 邮政编码: B1 1QU",4.9,330,https://www.instagram.com/nailart_mw?stkn=aXo1NnQ3OWdnMmEw&utm_source=qr,ChIJyXSw5vi9cEgRbau7G38EC-g,serpapi,,,,,,,
nails,Birmingham,JQ-Studio Nails & Massage,0121 389 4934,"Branston Court, Branston St, Birmingham, B18 6BA",5,57,,ChIJg8TMQUe9cEgRLx_xn-ErhCk,serpapi,,,,,,,
nails,Birmingham,HAUS OF NAILS BIRMINGHAM,,"30 Lower Essex St, Birmingham, B5 6SN",5,18,https://www.instagram.com/hausofnails.uk?igsh=MXNvMTFkcTN5eWN3Nw%3D%3D&utm_source=qr,ChIJgUbqvZW9cEgRyE0c8gD-u28,serpapi,,,,,,,
nails,Birmingham,Nails Birmingham Fort Shopping Park,0121 714 1235,"15B, The Fort Shopping Park, Nails, 20 Fort Pkwy, Birmingham B24 9FP",4.8,140,https://www.instagram.com/browsandnails_birmingham?igsh=MWRheDBsNGVmdHIyaA==&utm_source=qr,ChIJU9B-yD27cEgRJNKzavWQWNM,serpapi,,,,,,,
nails,Birmingham,Chill City Nails,07785 295516,"32 Stephenson St, Birmingham, B2 4BH",4.4,293,,ChIJ4-p7reW9cEgRksn3m0-K2vc,serpapi,,,,,,,
nails,Birmingham,K.Nails,07724 530088,"15 Augusta St, Birmingham, B18 6JA",4.9,171,https://www.instagram.com/k.nail2022/,ChIJSfMZ3ICXcEgRWYACT2J_bTs,serpapi,,,,,,,
nails,Birmingham,Glamour Nails Birmingham,07340 123828,"47 Wingfield Rd, Great Barr, Birmingham, B42 2QB",4.9,53,https://glamournails.uk/,ChIJ1Q_5QVGjcEgRQjXX5foP2L4,serpapi,,,,,,,
nails,Birmingham,NAILTURE,07979 419668,"Unit B208 The Arcadian (UPSTAIRS, 70 Hurst St, Birmingham, B5 4TD",4.9,198,https://www.instagram.com/nailture_brum?igsh=NmRqZ3l4MXBzczlu&utm_source=qr,ChIJh7IDMIi9cEgRTpWkMYDRTr0,serpapi,,,,,,,
